L_Scene,R_Scene,Points_L,Points_R,PtTotal,blockFile,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Encoding_Loop.thisRepN,Practice_Encoding_Loop.thisTrialN,Practice_Encoding_Loop.thisN,Practice_Encoding_Loop.thisIndex,Practice_Response_Fail_Loop.thisRepN,Practice_Response_Fail_Loop.thisTrialN,Practice_Response_Fail_Loop.thisN,Practice_Response_Fail_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,Practice_Attention_Loop.thisRepN,Practice_Attention_Loop.thisTrialN,Practice_Attention_Loop.thisN,Practice_Attention_Loop.thisIndex,Practice_EncBrk_Loop.thisRepN,Practice_EncBrk_Loop.thisTrialN,Practice_EncBrk_Loop.thisN,Practice_EncBrk_Loop.thisIndex,Encoding_Loop.thisRepN,Encoding_Loop.thisTrialN,Encoding_Loop.thisN,Encoding_Loop.thisIndex,EncStim_Loop.thisRepN,EncStim_Loop.thisTrialN,EncStim_Loop.thisN,EncStim_Loop.thisIndex,Response_Fail_Loop.thisRepN,Response_Fail_Loop.thisTrialN,Response_Fail_Loop.thisN,Response_Fail_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,Attention_Loop.thisRepN,Attention_Loop.thisTrialN,Attention_Loop.thisN,Attention_Loop.thisIndex,EncBrk_Loop.thisRepN,EncBrk_Loop.thisTrialN,EncBrk_Loop.thisN,EncBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.started,Encoding_Resp.keys,Encoding_Resp.rt,R_Point_FB_Stim.started,Attn_resp.keys,Attn_resp.rt,Progress_Tracker.started,EncBrk_Resp.keys,EncBrk_Resp.rt,Encoding_Resp.stopped,participant,Group,date,expName,psychopyVersion,frameRate,
9320.jpg,9007.jpg,0 Points,0 Points,460 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,18,18,18,,,,,,,,,,,,,,,,,,,1107.262345333,p,0.2900324990001195,1107.594317125,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8460.jpg,8330.jpg,0 Points,0 Points,460 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,19,19,19,,,,,,,,,,,,,,,,,,,1111.855005583,q,0.11821124999988797,1112.016202417,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2570.jpg,5500.jpg,3 Points,3 Points,463 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,20,20,20,,,,,,,,,,,,,,,,,,,1116.29114875,p,0.2928597079999804,1116.619277458,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6190.jpg,3120.jpg,5 Points,5 Points,468 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,21,21,21,,,,,,,,,,,,,,,,,,,1120.8772034170001,q,0.375633874000016,1121.296886417,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2200.jpg,4598.jpg,1 Points,1 Points,469 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,22,22,22,,,,,,,,,,,,,,,,,,,1125.555026042,p,0.07409895799997912,1125.676970625,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1303.jpg,2000.jpg,0 Points,0 Points,469 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,23,23,23,,,,,,,,,,,,,,,,,,,1129.942459333,q,0.10495358300005364,1130.0906315,,,1140.475341625,space,0.8924850419999188,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9010.jpg,9253.jpg,0 Points,0 Points,469 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,1144.675843625,p,0.28962787500000786,1145.0068094580001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1302.jpg,2700.jpg,3 Points,3 Points,472 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,1,1,1,,,,,,,,,,,,,,,,,,,1149.28835,q,0.34902200000016137,1149.67838125,o,0.9666372910001542,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2030.jpg,2495.jpg,0 Points,0 Points,472 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,2,2,2,,,,,,,,,,,,,,,,,,,1154.95844175,p,0.5799504579998143,1155.579136,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2110.jpg,7260.jpg,5 Points,5 Points,477 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,3,3,3,,,,,,,,,,,,,,,,,,,1159.843807167,q,0.1904317910000941,1160.0786351670001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2053.jpg,9415.jpg,4 Points,4 Points,481 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,4,4,4,,,,,,,,,,,,,,,,,,,1164.3466740420001,p,0.12187487500006,1164.503639708,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6211.jpg,9611.jpg,3 Points,3 Points,484 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,5,5,5,,,,,,,,,,,,,,,,,,,1168.763100125,q,0.2808077080001681,1169.086163333,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8350.jpg,7190.jpg,5 Points,5 Points,489 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,6,6,6,,,,,,,,,,,,,,,,,,,1173.354583125,p,0.14829266600014535,1173.548734583,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9340.jpg,6910.jpg,0 Points,0 Points,489 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,7,7,7,,,,,,,,,,,,,,,,,,,1177.817682625,q,0.008390875000088727,1177.876974167,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4533.jpg,2385.jpg,3 Points,3 Points,492 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,8,8,8,,,,,,,,,,,,,,,,,,,1182.14551525,p,0.02713245799992592,1182.212900958,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5940.jpg,9411.jpg,0 Points,0 Points,492 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,9,9,9,,,,,,,,,,,,,,,,,,,1186.4682745,q,0.39220070800007534,1186.902509,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2220.jpg,2010.jpg,5 Points,5 Points,497 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,10,10,10,,,,,,,,,,,,,,,,,,,1191.159108625,p,0.1877832499999954,1191.389789542,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9500.jpg,6360.jpg,1 Points,1 Points,498 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,11,11,11,,,,,,,,,,,,,,,,,,,1195.644922958,q,0.03542141600001969,1195.723723042,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2092.jpg,2210.jpg,0 Points,0 Points,498 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,12,12,12,,,,,,,,,,,,,,,,,,,1199.981463083,p,0.3411597919999281,1200.360574125,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9530.jpg,9220.jpg,1 Points,1 Points,499 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,13,13,13,,,,,,,,,,,,,,,,,,,1204.624492792,q,0.078447916000016,1204.754614708,o,0.9004788330001361,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9254.jpg,9290.jpg,2 Points,2 Points,501 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,14,14,14,,,,,,,,,,,,,,,,,,,1209.970716625,p,0.21504566599998043,1210.229927458,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4608.jpg,8320.jpg,5 Points,5 Points,506 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,15,15,15,,,,,,,,,,,,,,,,,,,1214.503565833,p,0.25689733300015405,1214.803849208,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
7237.jpg,8510.jpg,4 Points,4 Points,510 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,16,16,16,,,,,,,,,,,,,,,,,,,1219.073414208,q,2.3423731660000726,1221.450328208,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9417.jpg,6530.jpg,1 Points,1 Points,511 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,17,17,17,,,,,,,,,,,,,,,,,,,1225.7172405420001,q,0.39869166600016115,1226.158874667,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6831.jpg,2141.jpg,3 Points,3 Points,514 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,18,18,18,,,,,,,,,,,,,,,,,,,1230.4252775,p,0.6468492910001373,1231.111920625,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4689.jpg,7009.jpg,5 Points,5 Points,519 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,19,19,19,,,,,,,,,,,,,,,,,,,1235.36473325,q,0.6786370830000692,1236.089109542,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2751.jpg,6313.jpg,3 Points,3 Points,522 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,20,20,20,,,,,,,,,,,,,,,,,,,1240.340222167,p,0.3435374579999575,1240.7225875000001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4621.jpg,3550.jpg,2 Points,2 Points,524 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,21,21,21,,,,,,,,,,,,,,,,,,,1244.990621375,q,0.45071654100007663,1245.478290292,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8220.jpg,2410.jpg,4 Points,4 Points,528 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,22,22,22,,,,,,,,,,,,,,,,,,,1249.757899125,p,1.0287782500000162,1250.828226708,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1113.jpg,1240.jpg,3 Points,3 Points,531 Points,PS1_L9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,23,23,23,,,,,,,,,,,,,,,,,,,1255.0918382500001,q,0.4137014580001619,1255.548191292,,,1265.921100833,space,3.5106204580000053,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2750.jpg,9050.jpg,4 Points,4 Points,535 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,1272.736978333,p,0.2702187909999907,1273.054208292,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2312.jpg,2722.jpg,1 Points,1 Points,536 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,1,1,1,,,,,,,,,,,,,,,,,,,1277.3175625420001,q,0.359021499999983,1277.730744208,o,1.8673608330000775,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8232.jpg,4279.jpg,5 Points,5 Points,541 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,2,2,2,,,,,,,,,,,,,,,,,,,1283.894831083,p,0.8662328329999696,1284.809021667,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6000.jpg,6836.jpg,4 Points,4 Points,545 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,3,3,3,,,,,,,,,,,,,,,,,,,1289.055415625,q,1.4998861249999322,1290.6059044170001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4536.jpg,2280.jpg,4 Points,4 Points,549 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,4,4,4,,,,,,,,,,,,,,,,,,,1294.85770275,p,0.891861707999908,1295.795309208,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6241.jpg,9561.jpg,3 Points,3 Points,552 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,5,5,5,,,,,,,,,,,,,,,,,,,1300.05061025,q,0.5691051240001457,1300.676786792,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1942.jpg,2890.jpg,1 Points,1 Points,553 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,6,6,6,,,,,,,,,,,,,,,,,,,1304.9503683330001,p,0.4526679579999495,1305.459479,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6020.jpg,6300.jpg,2 Points,2 Points,555 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,7,7,7,,,,,,,,,,,,,,,,,,,1309.7338245830001,q,0.3771549999999593,1310.147209917,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4810.jpg,2170.jpg,2 Points,2 Points,557 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,8,8,8,,,,,,,,,,,,,,,,,,,1314.416765792,p,1.0135584160000803,1315.469521583,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5510.jpg,2514.jpg,5 Points,5 Points,562 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,9,9,9,,,,,,,,,,,,,,,,,,,1319.736719958,q,0.34901008299999603,1320.1338660420001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6840.jpg,3080.jpg,1 Points,1 Points,563 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,10,10,10,,,,,,,,,,,,,,,,,,,1324.388960167,p,0.7141644579999706,1325.138222583,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
7195.jpg,2487.jpg,2 Points,2 Points,565 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,11,11,11,,,,,,,,,,,,,,,,,,,1329.417594167,q,0.1220663739998713,1329.595365292,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5971.jpg,9912.jpg,5 Points,5 Points,570 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,12,12,12,,,,,,,,,,,,,,,,,,,1333.8416360420001,p,0.4640529169999468,1334.3470407920001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2520.jpg,4653.jpg,2 Points,2 Points,572 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,13,13,13,,,,,,,,,,,,,,,,,,,1338.607143208,q,1.4107554579998691,1340.0613303330001,o,2.0875472910000212,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5480.jpg,8200.jpg,4 Points,4 Points,576 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,14,14,14,,,,,,,,,,,,,,,,,,,1346.459118625,p,1.159882165999818,1347.672382708,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6370.jpg,1270.jpg,4 Points,4 Points,580 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,15,15,15,,,,,,,,,,,,,,,,,,,1351.920007417,q,0.3282025409999392,1352.29538475,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4310.jpg,1810.jpg,3 Points,3 Points,583 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,16,16,16,,,,,,,,,,,,,,,,,,,1356.550249833,p,0.35069187499999543,1356.953932792,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4250.jpg,7060.jpg,5 Points,5 Points,588 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,17,17,17,,,,,,,,,,,,,,,,,,,1361.22529775,q,0.2506083330000024,1361.53188475,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9373.jpg,9410.jpg,0 Points,0 Points,588 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,18,18,18,,,,,,,,,,,,,,,,,,,1365.8002835,p,0.292165333000014,1366.13999625,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2221.jpg,2270.jpg,2 Points,2 Points,590 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,19,19,19,,,,,,,,,,,,,,,,,,,1370.400072333,q,0.3154961660000595,1370.751988167,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1650.jpg,2130.jpg,1 Points,1 Points,591 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,20,20,20,,,,,,,,,,,,,,,,,,,1375.024427792,p,2.251806042000055,1377.323586542,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1280.jpg,9402.jpg,2 Points,2 Points,593 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,21,21,21,,,,,,,,,,,,,,,,,,,1381.5746342920002,q,0.33999270800001113,1381.94939625,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2214.jpg,4500.jpg,3 Points,3 Points,596 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,22,22,22,,,,,,,,,,,,,,,,,,,1386.206580375,p,0.653956083000196,1386.9117752920001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4232.jpg,4002.jpg,4 Points,4 Points,600 Points,PS1_L10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,23,23,23,,,,,,,,,,,,,,,,,,,1391.1565815000001,q,1.3365246660001162,1392.545340833,,,1402.914982833,space,2.1248813739999264,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
